,REVIEW_COMMENT_MESSAGE,SENTIMENT
19522,gostei jogo toalhas banho encomendei s veio dois jogos d mesma cor pedido jogo cor vinho outro azul,0
19523,recomendo produto chegou bem antes prazo informado sistema ok acordo esperado,1
19524,comprei dois telesc pios s entregue 1,0
19525,comprei total 13 capas tablets infelizmente s recebi 12. encaminhei e-mail dia outro hoje ningu m retornou,1
19526,produto nao chegou completo 3 itens s chegou,1
19527,comprei 3 pendetentes lumin ria produtos vieram correios apenas 2 cada caixa nota fiscal consta 3 produtos solicito outro vou devolver,0
19528,produto atendeu necessidades entrega super r pida prazo 10 dias recebi dois dias,1
19529,s entregue boneca faltou panos pratos s saias cama box solteiro,0
19530,prazer compra nessa loja chegou tudo perfeito estado obrigado,1
19531,gostei produto m chegou bem atrasado vdd ato compra dizia 19 dias m s basear m s chegou adiantado n veio embalada estragou toda caixa,1
19532,entrega r pida s desagradou comprei prancha nano tit nio original veio r plica fiquei triste motivo j solicitei devolu compra,1
19533,comprei lanterna holofote entregue defeito tentei acionar troca produto n consegui falar ningu m loja ent n recomendo sait pra ningu m,0
19534,bicicleta veio totalmente desmontada sendo site dizia claramente produto somente viria roda dianteira guid n aconteceu revejam conceitos n mintam,1
19535,fiz pedido dois produtos n recebi ainda gera duvidas quanto recebimento,0
19536,produto chegou bem antes previsto cuidado qualidade produto s impec veis,1
19537,baratheon ok loja ok correios ok produto til comprei cachorro,0
19538,produto funcionamento correto porem qualidade material baixa,1
19539,chegou bem antes prazo exatamente esperava,1
19540,recebi produto condi es prazo coreto timas condi es produto acordo propaganda satisfeito,1
19541,produto chegou bem antes esperado tudo certinho obrigada,1
19542,gostei tudo ... entregue antes prazo produto veio conforme esperado recomendo,1
19543,gosto acompanhar pedido empresa fornece recurso,1
19544,produto chegou 5 dias antes prazo esperado veio tudo certo,1
19545,produto inferior demonstra foto parece fotos mc donald 's foto enorme lanche mesa pequeno lannister deveria analisar produtos antes vender,1
19546,pedi paguei dois cartuchos recebi apenas n consigo entrar contato algu m informe proceder nesse caso,0
19547,chegou antes prazo funcionando perfeitamente recomendo produto compra lannister,1
19548,tempo j expirou n recebi produto,0
19549,otima qualidade exatamente foto chegou antes prazo amei,1
19550,fornecedor parceiro lojas lannister comprometido clientes pois demonstrou profissionalismo compet ncia prazo entrega qualidade embalar produto consumidor,1
19551,boa tarde n recebi pedido completo entregaram somente var o. cortina n entregue aguardo resolu ara problema,0
19552,excelente produto peruca sintetica semelhante cabelos fio fino opaco nao possui brilho artificial,1
19553,recebi produto antes prazo produto excelente atendeu expectativa,1
19554,comprei 04 unaro chegou dois ligue 13 33-42-21-99 juliane disse outros dois produtos iria vir dia seguinte pois norma correio muda gostaria retorno,0
19555,lannister/targaryen n posicionaram nada simplesmente produto n chegou status est ocorr ncia n sei,0
19556,timo produto comprei ter chegou sexta recomendo,1
19557,tintas chegou r tulos produtos parece imagem pior tinta fraca n d pra imprimir coisas coloridas fraca at tinta preta fraca .. n gostei,0
19558,comprei 05 unidades produto recebi at momento apenas 01,0
19559,r pido entregou antes prazo tudo certo,1
19560,produto veio errado encosto n corresponde foto menor defeito ferros comp pernas est torto faz cadeira fique inst vel bamba,0
19561,loja timo atendimento.o produto chegou antes prazo previsto al m s atenciosos.parab ns,1
19562,gostaria ter falado atendente esclarecer duvida s dava secretaria eletr nica enviei e-mail nada objeto chegou resposta,1
19563,produto maravilhoso exatamente anunciado amei j coloquei recomendo,1
19564,produtos certos s achei deveriam entregues juntos compra s achei pouco demorada entrega,1
19565,recebi produto correto bem antes prazo satisfeito lannister loja targaryen compraria novamente certeza parab ns ambas excelente trabalho,1
19566,comprei duas unidades produto entregaram somente,0
19567,favor verificar informa pois n recebi produto ainda,1
19568,hub recebi n funciona apple cd player externo n multiplicador porta usb,0
19569,loja eficiente recebi 3 dia compra ... 72 hrs apos confirma pagamento ... estao parabens ...,1
19570,material entregue conforme pedido fiquei satisfeita,1
19571,simplesmente comprei 2 cadeiras so recebi 1 absurdo esperando outra,0
19572,comprei jogo mantimentos no.prazo.perfeito vasilhas est todas manchadas dentro n como.fica lavando.pois desenho adesivo papel n descrito pagina,0
19573,mim sempre compro lojas lannister chegar prazo certo,1
19574,produto chegou dentro prazo excelente atendimento.gostei,1
19575,produto atende bem empresa entregou prazo combinado,1
19576,comprei produto logo ap s solicitei cancelamento pedido entanto enviaram produto quero devolver voc s est enrolando,0
19577,comprei mochila patrulha canina veio mochila frozen tentanto trocar pedido site dar erro conex,0
19578,lindo qualidade tamanho excelente cama ficou nobre recomendo,1
19579,fiz pedido dois itens lbum conjunto folhas cartas pok mon avulsa s recebi lbum,1
19580,recebi produto correto antes prazo fiquei satisfeita compra recomendo att silzete,1
19581,parceiro stark mandou item perfeitas condi es excelente tempo entrega gostei demais produto loja stark parab ns sempre,1
19582,at data hoje 15/01/18 n recebi produtos atendimento lannister horroroso pois s acesso reclama es meio site total falta respeito clientes,0
19583,entregue somente frasco l-triptofano sendo nota fiscal constam 2 frascos,1
19584,at momento n recebi encomenda iria d presente anivers rio ontem chateada,0
19585,adorei produto entregaram dentro prazo sempre recomendo lannister,1
19586,gostei bastante peso faca faca leve ... vou testar ainda visto vai cumprir necessito ...,1
19587,primeira vez comprei deste vendedor tudo correu conforme combinado bem embalado,1
19588,bem delicada acho n vou poder lavar kkkkkk valor pago valeu modelo procurava ficou bonita cama,1
19589,achamos desfavor vel pagar frete ter desconforto buscar ag ncia correios,0
19590,atendimento excelente extremamente r pido produto tima qualidade superou expectativas todos aspectos,1
19591,produto veio faltando diversas pe montar produto trata gaveteiro ali s n nenhuma informa produto viria desmontado quero fazer devolu imediatamente,0
19592,dia 17/10 recebi enfeite camelo nota fiscal e/ou danfe dia 19/10 recebi cortina nf somente cortina ainda n recebi dois incens rios quadrados vidro amor dou nota zero targaryen,0
19593,produto n entregue s quero saber vai cobrado cart credito vou receber dinheiro volta,0
19594,enviaram modelo 2+2 sendo descri produto falava 4+4 avalia est baixa aguardando troca ....,0
19595,produto maleta m dica barbie lindo perfeito sobrinha amou ... s atraso entrega deve pq enviado via pac correios,1
19596,fiz 3 compras nesse dia parceiros diferentes m restante j chegou,1
19597,produto bem embalado chego bem antes prazo,1
19598,tanto loja quanto vendedor lixeira bom recomendo tudo.entrega super r pido chegou antes prazo.amei tudo,1
19599,demorou pouco pra chegar .. embalagem prec ria produto ainda n testei correto,1
19600,veio certinho n demorou s latinha veio pouco amassadinha gostei pigmenta tinta,1
19601,prazo entrega 9 dias chegou 2o.,1
19602,pedindo cancelamento mesma hora compra insistiram entregar neguei recebimento correio devolvi,1
19603,ruim demora entrega transportadora valor r pido entrega,0
19604,boa tarde recebi outras duas calculadoras dois dias tudo ok. obrigado,1
19605,recomendo todos produto bom entrega r pida,1
19606,gostaria enviassem novo produto porque roubado n queria ficar,1
19607,produto n atendeu expectativas n faz promete,0
19608,comprei paguei produto nao veio oferta combo 2 pacotes comprei paguei 2 combos 4 pacotes enviaram apenas 2 pacotes.quando vou receber restante,0
19609,apesar ter vindo defeito bem atendida problema rapidamente solucionado agrade imensamente,1
19610,entregaram produto errado diferente anunciado defeito n consigo contato lannister pois venda feita `` parceiro '' ... j enviei mensagens nada agora,0
19611,produto entregue avaria n estoque repor,0
19612,todos parceiros baratheon s id neos incomodando purificador gua marca polar adquirido atrav s baratheon ..............,1
19613,p ssimo parceiro lannister satisfa d quero dinheiro volta aguardando,0
19614,an ncio entender trata produto original xerox entanto cartucho toner parece produto reciclado fornecedor pararelo,0
19615,comprei dois itens pedido chegou 5 dias r pido outro demorou 15 dias,0
19616,recebi produto embalagem falta selo autenticidade n deixaram confort vel.solicitei troca enviei cancelaram troca j produtos caminho targaryen exijo estorno,0
19617,entrega r pida bem embalada referente caf testando ainda,1
19618,nao abri ainda pq nao vou usar agora,1
19619,lindo produto qualidade diferenciada acabamento perfeito,1
19620,tirando alguns problemas j ainda indico,1
19621,produto bom pr tico f cil manuseio recomendo todos comprarem,1
19622,primeiros dias fiquei duvida agora certeza otimo roda varios jogos unico ruim vc n vai achar pe brasil rapido muinto raro,1
19623,demorou demais chegar tendo pago frete receber casa buscar correios moro h quil metro pago ter comodidade n recebo sacanagem,0
19624,comprados dois produtos nota fiscal veio encomenda constam dois produtos caixa encomenda s havia produtos adquiridos,0
19625,gostei produto s som boneco j falhando ... menos 15 duas uso ...,1
19626,amei produto chegou super dentro prazo exatamente igual pedido,1
19627,super recomendo pessoal responsavel bem atencioso gostei coprei,1
19628,produto exatamente anunciado bem embalado entregue prazo,1
19629,produto demorou chegar quase m s.por mim j ter comprado outros site entrega r pidas antes at previsto infelizmente deixou insatisfeita,0
19630,produto otima qualidade entregue bem antes prazo combinado,1
19631,bolsa site descreve n bate recebi qualidade produto p ssima bolsa maternidade bem fr gil chegou antes prazo m n recomendo comprar,0
19632,entrega r pida produtos tima qualidade,1
19633,achei exelente pous recebi antes prazo,1
19634,cancelado fa fazer outro pedido co valor pago,1
19635,fiquei desapontado produto solicitado conforme mostra modelo recebemos outro manchado riscado parecia ja uso ... triste ligamos passado outros ..,0
19636,elefante selecionei compra azul bem claro veio azul escuro 7 dias data combinada etiqueta sinaliza produto original orelhas cheiro amaciante,0
19637,entrega atrasou apenas dia devido despachos aqu m hor rio distribui o. dia n faz diferen alguma `` targaryen '' parceira h tempos nunca problemas `` lannister '',1
19638,site seguro rastreamento produto entrega ok,1
19639,adorei compra chegou 15 dias antes super recomendo,1
19640,amei pinc is maquiagem s excelentes obrigada boa noite,1
19641,compra cancelada lannister fato parceiro n ter entregue,0
19642,exelente produto timo entregue bem antes prazo dando total seguran outras compras,1
19643,gostei entregaram r pido antes at combinado bom ....,1
19644,compra secura gastei compra nessa empresa,1
19645,comprei 240 tabletes veio 120 entrei pedido troca aguardando resposta.dependendo loja parceira resolver problema direi indico,0
19646,d pra pessoa s bem quentinho macio amei,1
19647,empresa s ria entrega antes prazo prometido,1
19648,entrega feita dentro prazo parab ns lannister produto p ssimo joga muita gua pra material bem fraco n veio receita informam embalagem original toda rasgada,0
19649,r pida entrega produtos bem embalados voltarei comprar certeza,1
19650,demora pra entrega maior outros produtos desanimador,1
19651,ate entregue antes prazo ... parab ns,1
19652,entregue toalha marron vermelha n veio nota toalha fa agora pois preciso toalha nada fica dif cil desta forma continuar cliente voc s,1
19653,produto chegou prazo emio otimas condicoes,1
